歌手,歌曲数,总播放量,平均热度,上榜次数,榜单
陈慧娴,2,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
陈小蔚,1,0,,1,['巅峰榜·新歌']
陈小满/孙才垣,1,0,,1,['巅峰榜·新歌']
陈小满,2,0,,2,['巅峰榜·流行指数']
陈子晴,6,0,,4,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
陶九,1,0,,1,['巅峰榜·新歌']
陈默之,1,0,,1,['巅峰榜·新歌']
陈麒名,1,0,,1,['巅峰榜·内地']
陈鸿宇,2,0,,2,['巅峰榜·内地']
陈雪燃,1,0,,1,['巅峰榜·流行指数']
陈雪凝,4,0,,4,['巅峰榜·内地']
陈锬翔,1,0,,1,['巅峰榜·新歌']
陈舒岩,1,0,,1,['巅峰榜·新歌']
陈耀斌,3,0,,3,['巅峰榜·内地']
陈绮贞,2,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数']"
陈粒,3,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
陈童言,2,0,,2,['巅峰榜·内地']
陈立农,7,0,,1,['巅峰榜·新歌']
陈硕子,2,0,,2,['巅峰榜·内地']
陈睿凡/殷海燕/JigglePuff,1,0,,1,['巅峰榜·内地']
陈燕姿,1,0,,1,['巅峰榜·内地']
青鸟飞鱼,1,0,,10,"['巅峰榜·热歌', '巅峰榜·流行指数']"
青春有你3,1,0,,1,['巅峰榜·新歌']
青川,1,0,,1,['巅峰榜·新歌']
青KonA.,1,0,,1,['巅峰榜·内地']
霓虹之下/Majin,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
霍尊,1,0,,1,['巅峰榜·新歌']
霄磊,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
雷雨心,2,0,,2,['巅峰榜·内地']
雷昊CuriousLH,1,0,,1,['巅峰榜·内地']
零一九零贰,1,0,,1,['巅峰榜·新歌']
雪二,2,0,,3,['巅峰榜·流行指数']
雨荷,1,0,,1,['巅峰榜·内地']
雅卿/可乐(可唯幂),1,0,,1,['巅峰榜·内地']
难猜,1,0,,1,['巅峰榜·流行指数']
隆历奇/法老,1,0,,1,['巅峰榜·内地']
陶喆,6,0,,12,"['巅峰榜·热歌', '巅峰榜·流行指数']"
顾小洁,1,0,,1,['巅峰榜·流行指数']
音阙诗听/锦零,1,0,,1,['巅峰榜·流行指数']
音阙诗听/赵方婧,1,0,,1,['巅峰榜·流行指数']
音阙诗听,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
音豪,1,0,,1,['巅峰榜·流行指数']
音格概念/逸霄,1,0,,1,['巅峰榜·流行指数']
韩磊,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
韩瞳,1,0,,1,"['巅峰榜·新歌', '巅峰榜·内地']"
韩帅奇,1,0,,1,['巅峰榜·新歌']
韩尚霏,1,0,,1,['巅峰榜·新歌']
韩小欠,3,0,,3,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
韩可可,2,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
韦雄,1,0,,1,['巅峰榜·流行指数']
韦礼安,1,0,,8,"['巅峰榜·热歌', '巅峰榜·流行指数']"
鞠文娴/章智捷/蒋嘉阳/七元,1,0,,1,['巅峰榜·流行指数']
鞠婧祎,1,0,,1,['巅峰榜·新歌']
马嘉祺/宋亚轩/张真源,1,0,,1,['巅峰榜·新歌']
马嘉祺,2,0,,2,['巅峰榜·新歌']
马健涛,7,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
马修,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
马亚伟,1,0,,1,['巅峰榜·内地']
香皂泡,1,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
饭卡/阿萨Aza,1,0,,1,['巅峰榜·内地']
饭卡/WILLIM缪维霖,1,0,,1,['巅峰榜·内地']
饭卡/SIENA,1,0,,1,['巅峰榜·内地']
饭卡,1,0,,1,['巅峰榜·内地']
飞行少年,2,0,,2,['巅峰榜·内地']
额尔古纳乐队,1,0,,1,['巅峰榜·内地']
颜人中,6,0,,5,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
颜RZ,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
预言乐团Predict,1,0,,1,['巅峰榜·内地']
顾灿阳/郑子午,1,0,,1,['巅峰榜·内地']
鬼否,2,0,,2,['巅峰榜·内地']
鬼卞/解语花/Anti-General/王者荣耀,1,0,,1,['巅峰榜·内地']
高鱼,1,0,,1,['巅峰榜·流行指数']
高睿,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
高旭/刘思达,1,0,,1,['巅峰榜·内地']
高天佐Trouble.Z/Ice Paper,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
高天佐Trouble.Z,1,0,,1,['巅峰榜·新歌']
高啊当/V+,1,0,,1,['巅峰榜·内地']
驼儿/说唱者联盟,1,0,,1,['巅峰榜·内地']
驼儿,2,0,,2,['巅峰榜·内地']
马赛克乐队,1,0,,1,['巅峰榜·内地']
马英杰,1,0,,1,['巅峰榜·内地']
马琪龙,1,0,,1,['巅峰榜·内地']
马格南MAGNUM,1,0,,1,['巅峰榜·内地']
马安（AN）/KIKI ZHANG,1,0,,1,['巅峰榜·内地']
马天牧,1,0,,1,['巅峰榜·内地']
鹿晗/黄子韬,1,0,,2,['巅峰榜·流行指数']
鹿晗,7,0,,6,"['巅峰榜·热歌', '巅峰榜·流行指数', '巅峰榜·新歌']"
鹿晓希LUCY,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
鹭卓,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
鹤The Crane/ØZI陈惟凡,1,0,,1,['巅峰榜·内地']
鹏鹏音乐/思佳,1,0,,1,['巅峰榜·流行指数']
鳄梨帕克Early Park,1,0,,1,['巅峰榜·内地']
鱼闪闪BLING,2,0,,2,['巅峰榜·新歌']
魚條 Fish Stick,1,0,,1,['巅峰榜·内地']
魏靖坤/MIngYiii,1,0,,1,['巅峰榜·内地']
魏靖坤,1,0,,1,['巅峰榜·内地']
魏诗莹（Wishbao）,1,0,,1,['巅峰榜·内地']
魏晗（懋懋）,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
魏大勋,1,0,,1,['巅峰榜·新歌']
魏佳艺,11,0,,7,"['巅峰榜·流行指数', '巅峰榜·新歌']"
魂老师,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
黄毅宁Lil Aitch/CShanE 曹星奕,1,0,,1,['巅峰榜·内地']
黄旭/step.jad依加,1,0,,1,['巅峰榜·内地']
黄文文,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌', '巅峰榜·内地']"
黄小琥,1,0,,2,['巅峰榜·热歌']
黄小岛,1,0,,1,['巅峰榜·内地']
黄子韬/徐艺洋/石玺彤,1,0,,1,['巅峰榜·新歌']
黄子韬,3,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
黄子芮,1,0,,1,['巅峰榜·新歌']
黄子弘凡/刘凤瑶,1,0,,1,['巅峰榜·流行指数']
黄子弘凡,2,0,,2,['巅峰榜·新歌']
黄唯铭,1,0,,1,['巅峰榜·内地']
麻辣三姑妈,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
麻园诗人,2,0,,2,['巅峰榜·内地']
麦小兜,1,0,,1,['巅峰榜·新歌']
麓七,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
麋先生,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
2-DO,1,0,,1,"['巅峰榜·热歌', '巅峰榜·流行指数']"
요아리 (YOARI),1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
범규 (崔杋圭),1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
림킴 (김예림) (Lim Kim),1,0,,1,['巅峰榜·流行指数']
던 (DAWN),1,0,,1,['巅峰榜·新歌']
다영 (DAYOUNG) (任多荣),1,0,,1,['巅峰榜·新歌']
龙翼,1,0,,1,['巅峰榜·新歌']
龙梅子,1,0,,1,['巅峰榜·流行指数']
龍錦乐队,1,0,,1,['巅峰榜·内地']
齐奕同/董子龙/M&K/Taisheng Music,1,0,,1,['巅峰榜·内地']
齐修远,1,0,,1,['巅峰榜·新歌']
齐一,1,0,,1,['巅峰榜·热歌']
默言,1,0,,1,['巅峰榜·流行指数']
黑豆ado,2,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
黑白柳钉,1,0,,1,['巅峰榜·内地']
黑崎子,1,0,,1,['巅峰榜·流行指数']
947.ASH/MuMu,1,0,,1,['巅峰榜·内地']
947.ASH,1,0,,1,['巅峰榜·内地']
8点组乐团,2,0,,2,['巅峰榜·内地']
7paste/live_nine,1,0,,2,"['巅峰榜·热歌', '巅峰榜·流行指数']"
7paste,2,0,,2,['巅峰榜·新歌']
7Years,4,0,,2,"['巅峰榜·流行指数', '巅峰榜·新歌']"
7Captain/Crush_,1,0,,1,['巅峰榜·新歌']
7Captain/7paste,1,0,,1,['巅峰榜·新歌']
6:66,1,0,,1,['巅峰榜·内地']
670,1,0,,1,['巅峰榜·内地']
4EVER,1,0,,1,['巅峰榜·内地']
4*TOWN/Jordan Fisher/Finneas O'Connell/Josh Levi,1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
3Y,1,0,,1,['巅峰榜·内地']
2amDizzy/正五SPYRO/噜啦璐,1,0,,1,['巅峰榜·内地']
2amDizzy,1,0,,1,['巅峰榜·内地']
2PM (투피엠),1,0,,1,"['巅峰榜·流行指数', '巅峰榜·新歌']"
